Name,ExecutionTimeInSeconds,TestDistribution
TestCase2497,4,%Large_0_%Small_100
TestCase2522,7,%Large_0_%Small_100
TestCase3596,7,%Large_0_%Small_100
TestCase1264,5,%Large_0_%Small_100
TestCase4894,5,%Large_0_%Small_100
TestCase4634,5,%Large_0_%Small_100
TestCase1297,3,%Large_0_%Small_100
TestCase3432,1,%Large_0_%Small_100
TestCase4860,4,%Large_0_%Small_100
TestCase74,10,%Large_0_%Small_100
TestCase1923,7,%Large_0_%Small_100
TestCase4617,6,%Large_0_%Small_100
TestCase513,10,%Large_0_%Small_100
TestCase2167,7,%Large_0_%Small_100
TestCase3273,3,%Large_0_%Small_100
TestCase4069,7,%Large_0_%Small_100
TestCase4368,6,%Large_0_%Small_100
TestCase1285,1,%Large_0_%Small_100
TestCase4664,1,%Large_0_%Small_100
TestCase1631,3,%Large_0_%Small_100
TestCase530,4,%Large_0_%Small_100
TestCase123,5,%Large_0_%Small_100
TestCase1878,7,%Large_0_%Small_100
TestCase1888,1,%Large_0_%Small_100
TestCase392,7,%Large_0_%Small_100
TestCase2594,7,%Large_0_%Small_100
TestCase2761,3,%Large_0_%Small_100
TestCase2187,7,%Large_0_%Small_100
TestCase1539,9,%Large_0_%Small_100
TestCase3222,3,%Large_0_%Small_100
TestCase2964,1,%Large_0_%Small_100
TestCase4384,2,%Large_0_%Small_100
TestCase2430,1,%Large_0_%Small_100
TestCase3938,9,%Large_0_%Small_100
TestCase4845,4,%Large_0_%Small_100
TestCase558,4,%Large_0_%Small_100
TestCase2329,9,%Large_0_%Small_100
TestCase3140,2,%Large_0_%Small_100
TestCase3948,1,%Large_0_%Small_100
TestCase433,1,%Large_0_%Small_100
TestCase3647,2,%Large_0_%Small_100
TestCase1811,2,%Large_0_%Small_100
TestCase4310,6,%Large_0_%Small_100
TestCase3605,3,%Large_0_%Small_100
TestCase4745,8,%Large_0_%Small_100
TestCase4906,4,%Large_0_%Small_100
TestCase1782,1,%Large_0_%Small_100
TestCase3736,2,%Large_0_%Small_100
TestCase4833,8,%Large_0_%Small_100
TestCase3057,2,%Large_0_%Small_100
TestCase1107,10,%Large_0_%Small_100
TestCase179,2,%Large_0_%Small_100
TestCase1941,6,%Large_0_%Small_100
TestCase1651,2,%Large_0_%Small_100
TestCase650,7,%Large_0_%Small_100
TestCase961,10,%Large_0_%Small_100
TestCase3274,3,%Large_0_%Small_100
TestCase1459,4,%Large_0_%Small_100
TestCase2083,7,%Large_0_%Small_100
TestCase183,10,%Large_0_%Small_100
TestCase700,1,%Large_0_%Small_100
TestCase1027,9,%Large_0_%Small_100
TestCase1275,6,%Large_0_%Small_100
TestCase8,8,%Large_0_%Small_100
TestCase1124,10,%Large_0_%Small_100
TestCase4439,9,%Large_0_%Small_100
TestCase364,4,%Large_0_%Small_100
TestCase461,2,%Large_0_%Small_100
TestCase1217,2,%Large_0_%Small_100
TestCase3019,2,%Large_0_%Small_100
TestCase3516,10,%Large_0_%Small_100
TestCase3880,2,%Large_0_%Small_100
TestCase2089,5,%Large_0_%Small_100
TestCase216,1,%Large_0_%Small_100
TestCase2191,4,%Large_0_%Small_100
TestCase2871,3,%Large_0_%Small_100
TestCase4881,8,%Large_0_%Small_100
TestCase1974,5,%Large_0_%Small_100
TestCase1866,5,%Large_0_%Small_100
TestCase470,3,%Large_0_%Small_100
TestCase3193,5,%Large_0_%Small_100
TestCase619,8,%Large_0_%Small_100
TestCase1722,3,%Large_0_%Small_100
TestCase3435,10,%Large_0_%Small_100
TestCase3897,2,%Large_0_%Small_100
TestCase4208,10,%Large_0_%Small_100
TestCase846,5,%Large_0_%Small_100
TestCase134,5,%Large_0_%Small_100
TestCase4316,6,%Large_0_%Small_100
TestCase313,8,%Large_0_%Small_100
TestCase485,1,%Large_0_%Small_100
TestCase71,7,%Large_0_%Small_100
TestCase4142,4,%Large_0_%Small_100
TestCase2168,2,%Large_0_%Small_100
TestCase2652,4,%Large_0_%Small_100
TestCase3316,7,%Large_0_%Small_100
TestCase4902,3,%Large_0_%Small_100
TestCase193,9,%Large_0_%Small_100
TestCase1975,1,%Large_0_%Small_100
TestCase4661,1,%Large_0_%Small_100
TestCase2600,8,%Large_0_%Small_100
TestCase3161,3,%Large_0_%Small_100
TestCase3090,1,%Large_0_%Small_100
TestCase84,10,%Large_0_%Small_100
TestCase1983,7,%Large_0_%Small_100
TestCase1356,3,%Large_0_%Small_100
TestCase4031,4,%Large_0_%Small_100
TestCase4235,10,%Large_0_%Small_100
TestCase4403,3,%Large_0_%Small_100
TestCase4671,8,%Large_0_%Small_100
TestCase2172,7,%Large_0_%Small_100
TestCase2567,5,%Large_0_%Small_100
TestCase1635,1,%Large_0_%Small_100
TestCase328,6,%Large_0_%Small_100
TestCase888,1,%Large_0_%Small_100
TestCase4570,8,%Large_0_%Small_100
TestCase4191,1,%Large_0_%Small_100
TestCase3873,3,%Large_0_%Small_100
TestCase1280,2,%Large_0_%Small_100
TestCase1157,5,%Large_0_%Small_100
TestCase1867,5,%Large_0_%Small_100
TestCase3588,3,%Large_0_%Small_100
TestCase1952,8,%Large_0_%Small_100
TestCase1581,5,%Large_0_%Small_100
TestCase2579,6,%Large_0_%Small_100
TestCase766,10,%Large_0_%Small_100
TestCase2956,9,%Large_0_%Small_100
TestCase839,5,%Large_0_%Small_100
TestCase2902,10,%Large_0_%Small_100
TestCase3649,7,%Large_0_%Small_100
TestCase1040,3,%Large_0_%Small_100
TestCase1223,3,%Large_0_%Small_100
TestCase4622,3,%Large_0_%Small_100
TestCase2977,9,%Large_0_%Small_100
TestCase4667,5,%Large_0_%Small_100
TestCase53,7,%Large_0_%Small_100
TestCase2943,1,%Large_0_%Small_100
TestCase4153,1,%Large_0_%Small_100
TestCase2944,2,%Large_0_%Small_100
TestCase2067,2,%Large_0_%Small_100
TestCase2054,1,%Large_0_%Small_100
TestCase2787,3,%Large_0_%Small_100
TestCase2138,5,%Large_0_%Small_100
TestCase4249,9,%Large_0_%Small_100
TestCase4997,2,%Large_0_%Small_100
TestCase4458,5,%Large_0_%Small_100
TestCase3440,6,%Large_0_%Small_100
TestCase1412,8,%Large_0_%Small_100
TestCase809,7,%Large_0_%Small_100
TestCase2214,3,%Large_0_%Small_100
TestCase1876,4,%Large_0_%Small_100
TestCase4944,7,%Large_0_%Small_100
TestCase2911,8,%Large_0_%Small_100
TestCase4447,6,%Large_0_%Small_100
TestCase1180,1,%Large_0_%Small_100
TestCase3106,10,%Large_0_%Small_100
TestCase239,4,%Large_0_%Small_100
TestCase3510,10,%Large_0_%Small_100
TestCase2954,7,%Large_0_%Small_100
TestCase2322,5,%Large_0_%Small_100
TestCase565,7,%Large_0_%Small_100
TestCase2045,3,%Large_0_%Small_100
TestCase3847,10,%Large_0_%Small_100
TestCase2049,2,%Large_0_%Small_100
TestCase2672,7,%Large_0_%Small_100
TestCase810,1,%Large_0_%Small_100
TestCase2467,4,%Large_0_%Small_100
TestCase4118,4,%Large_0_%Small_100
TestCase3397,7,%Large_0_%Small_100
TestCase3078,10,%Large_0_%Small_100
TestCase4104,8,%Large_0_%Small_100
TestCase383,3,%Large_0_%Small_100
TestCase3372,9,%Large_0_%Small_100
TestCase2655,9,%Large_0_%Small_100
TestCase404,8,%Large_0_%Small_100
TestCase1851,7,%Large_0_%Small_100
TestCase4401,8,%Large_0_%Small_100
TestCase3421,7,%Large_0_%Small_100
TestCase855,8,%Large_0_%Small_100
TestCase1604,10,%Large_0_%Small_100
TestCase76,10,%Large_0_%Small_100
TestCase3540,9,%Large_0_%Small_100
TestCase4646,4,%Large_0_%Small_100
TestCase1315,10,%Large_0_%Small_100
TestCase365,7,%Large_0_%Small_100
TestCase222,3,%Large_0_%Small_100
TestCase3886,2,%Large_0_%Small_100
TestCase4891,7,%Large_0_%Small_100
TestCase4237,1,%Large_0_%Small_100
TestCase4778,5,%Large_0_%Small_100
TestCase338,9,%Large_0_%Small_100
TestCase2637,3,%Large_0_%Small_100
TestCase452,10,%Large_0_%Small_100
TestCase2863,4,%Large_0_%Small_100
TestCase4803,8,%Large_0_%Small_100
TestCase2181,5,%Large_0_%Small_100
TestCase2865,8,%Large_0_%Small_100
TestCase3525,2,%Large_0_%Small_100
TestCase4,10,%Large_0_%Small_100
TestCase4977,3,%Large_0_%Small_100
TestCase3271,9,%Large_0_%Small_100
TestCase91,5,%Large_0_%Small_100
TestCase280,5,%Large_0_%Small_100
TestCase4125,9,%Large_0_%Small_100
TestCase104,8,%Large_0_%Small_100
TestCase2772,7,%Large_0_%Small_100
TestCase4549,2,%Large_0_%Small_100
TestCase2454,8,%Large_0_%Small_100
TestCase3852,9,%Large_0_%Small_100
TestCase3139,1,%Large_0_%Small_100
TestCase4469,1,%Large_0_%Small_100
TestCase2886,10,%Large_0_%Small_100
TestCase4152,1,%Large_0_%Small_100
TestCase4377,2,%Large_0_%Small_100
TestCase1565,3,%Large_0_%Small_100
TestCase1350,6,%Large_0_%Small_100
TestCase4638,5,%Large_0_%Small_100
TestCase79,7,%Large_0_%Small_100
TestCase1862,5,%Large_0_%Small_100
TestCase2357,3,%Large_0_%Small_100
TestCase1663,7,%Large_0_%Small_100
TestCase4750,3,%Large_0_%Small_100
TestCase1854,8,%Large_0_%Small_100
TestCase1694,5,%Large_0_%Small_100
TestCase2973,10,%Large_0_%Small_100
TestCase4452,9,%Large_0_%Small_100
TestCase2476,6,%Large_0_%Small_100
TestCase3995,2,%Large_0_%Small_100
TestCase4218,3,%Large_0_%Small_100
TestCase3950,9,%Large_0_%Small_100
TestCase3889,2,%Large_0_%Small_100
TestCase505,4,%Large_0_%Small_100
TestCase2800,10,%Large_0_%Small_100
TestCase1632,5,%Large_0_%Small_100
TestCase4710,1,%Large_0_%Small_100
TestCase590,2,%Large_0_%Small_100
TestCase4545,2,%Large_0_%Small_100
TestCase1932,2,%Large_0_%Small_100
TestCase3355,10,%Large_0_%Small_100
TestCase3757,2,%Large_0_%Small_100
TestCase3849,5,%Large_0_%Small_100
TestCase1567,8,%Large_0_%Small_100
TestCase4771,6,%Large_0_%Small_100
TestCase3046,7,%Large_0_%Small_100
TestCase3811,3,%Large_0_%Small_100
TestCase2630,5,%Large_0_%Small_100
TestCase1747,10,%Large_0_%Small_100
TestCase3200,5,%Large_0_%Small_100
TestCase1261,1,%Large_0_%Small_100
TestCase868,2,%Large_0_%Small_100
TestCase912,3,%Large_0_%Small_100
TestCase2008,6,%Large_0_%Small_100
TestCase2862,10,%Large_0_%Small_100
TestCase4242,4,%Large_0_%Small_100
TestCase129,2,%Large_0_%Small_100
TestCase25,3,%Large_0_%Small_100
TestCase2420,8,%Large_0_%Small_100
TestCase2995,7,%Large_0_%Small_100
TestCase2061,4,%Large_0_%Small_100
TestCase3159,8,%Large_0_%Small_100
TestCase1061,2,%Large_0_%Small_100
TestCase3253,1,%Large_0_%Small_100
TestCase2819,8,%Large_0_%Small_100
TestCase517,4,%Large_0_%Small_100
TestCase4304,10,%Large_0_%Small_100
TestCase832,2,%Large_0_%Small_100
TestCase4445,6,%Large_0_%Small_100
TestCase4143,2,%Large_0_%Small_100
TestCase2685,7,%Large_0_%Small_100
TestCase2398,4,%Large_0_%Small_100
TestCase3035,6,%Large_0_%Small_100
TestCase1306,3,%Large_0_%Small_100
TestCase4407,8,%Large_0_%Small_100
TestCase3475,4,%Large_0_%Small_100
TestCase2431,5,%Large_0_%Small_100
TestCase2347,2,%Large_0_%Small_100
TestCase2215,9,%Large_0_%Small_100
TestCase4831,8,%Large_0_%Small_100
TestCase2644,5,%Large_0_%Small_100
TestCase2255,3,%Large_0_%Small_100
TestCase4558,1,%Large_0_%Small_100
TestCase1538,6,%Large_0_%Small_100
TestCase1283,10,%Large_0_%Small_100
TestCase2599,1,%Large_0_%Small_100
TestCase4654,3,%Large_0_%Small_100
TestCase2100,10,%Large_0_%Small_100
TestCase2988,4,%Large_0_%Small_100
TestCase4514,9,%Large_0_%Small_100
TestCase1740,7,%Large_0_%Small_100
TestCase3340,4,%Large_0_%Small_100
TestCase4301,4,%Large_0_%Small_100
TestCase1824,3,%Large_0_%Small_100
TestCase1049,9,%Large_0_%Small_100
TestCase242,1,%Large_0_%Small_100
TestCase3197,9,%Large_0_%Small_100
TestCase1514,6,%Large_0_%Small_100
TestCase1550,10,%Large_0_%Small_100
TestCase4663,7,%Large_0_%Small_100
TestCase4415,6,%Large_0_%Small_100
TestCase3295,4,%Large_0_%Small_100
TestCase3965,7,%Large_0_%Small_100
TestCase723,3,%Large_0_%Small_100
TestCase3626,8,%Large_0_%Small_100
TestCase1949,7,%Large_0_%Small_100
TestCase2003,5,%Large_0_%Small_100
TestCase4366,4,%Large_0_%Small_100
TestCase3829,6,%Large_0_%Small_100
TestCase1696,6,%Large_0_%Small_100
TestCase3398,2,%Large_0_%Small_100
TestCase2925,2,%Large_0_%Small_100
TestCase4134,10,%Large_0_%Small_100
TestCase3162,3,%Large_0_%Small_100
TestCase92,1,%Large_0_%Small_100
TestCase1353,3,%Large_0_%Small_100
TestCase1101,7,%Large_0_%Small_100
TestCase1959,5,%Large_0_%Small_100
TestCase2895,5,%Large_0_%Small_100
TestCase115,5,%Large_0_%Small_100
TestCase835,5,%Large_0_%Small_100
TestCase1641,1,%Large_0_%Small_100
TestCase3330,9,%Large_0_%Small_100
TestCase2444,1,%Large_0_%Small_100
TestCase4898,1,%Large_0_%Small_100
TestCase4281,4,%Large_0_%Small_100
TestCase3865,5,%Large_0_%Small_100
TestCase2278,2,%Large_0_%Small_100
TestCase3378,2,%Large_0_%Small_100
TestCase2402,3,%Large_0_%Small_100
TestCase1299,4,%Large_0_%Small_100
TestCase1239,3,%Large_0_%Small_100
TestCase2760,2,%Large_0_%Small_100
TestCase814,6,%Large_0_%Small_100
TestCase4837,10,%Large_0_%Small_100
TestCase1100,1,%Large_0_%Small_100
TestCase2489,8,%Large_0_%Small_100
TestCase1358,2,%Large_0_%Small_100
TestCase1390,10,%Large_0_%Small_100
TestCase3431,2,%Large_0_%Small_100
TestCase1363,3,%Large_0_%Small_100
TestCase2375,3,%Large_0_%Small_100
TestCase3474,8,%Large_0_%Small_100
TestCase678,3,%Large_0_%Small_100
TestCase1172,1,%Large_0_%Small_100
TestCase4629,1,%Large_0_%Small_100
TestCase1292,3,%Large_0_%Small_100
TestCase416,10,%Large_0_%Small_100
TestCase105,4,%Large_0_%Small_100
TestCase4380,4,%Large_0_%Small_100
TestCase3923,1,%Large_0_%Small_100
TestCase2173,10,%Large_0_%Small_100
TestCase4039,1,%Large_0_%Small_100
TestCase4719,10,%Large_0_%Small_100
TestCase4848,7,%Large_0_%Small_100
TestCase648,4,%Large_0_%Small_100
TestCase3988,5,%Large_0_%Small_100
TestCase3543,4,%Large_0_%Small_100
TestCase1536,7,%Large_0_%Small_100
TestCase3080,5,%Large_0_%Small_100
TestCase2873,10,%Large_0_%Small_100
TestCase3264,2,%Large_0_%Small_100
TestCase3213,6,%Large_0_%Small_100
TestCase2310,10,%Large_0_%Small_100
TestCase3688,6,%Large_0_%Small_100
TestCase4467,2,%Large_0_%Small_100
TestCase2960,3,%Large_0_%Small_100
TestCase1341,9,%Large_0_%Small_100
TestCase610,8,%Large_0_%Small_100
TestCase4331,1,%Large_0_%Small_100
TestCase322,1,%Large_0_%Small_100
TestCase4162,3,%Large_0_%Small_100
TestCase1921,3,%Large_0_%Small_100
TestCase2291,8,%Large_0_%Small_100
TestCase1070,5,%Large_0_%Small_100
TestCase4257,8,%Large_0_%Small_100
TestCase2692,9,%Large_0_%Small_100
TestCase1810,7,%Large_0_%Small_100
TestCase1150,5,%Large_0_%Small_100
TestCase2958,7,%Large_0_%Small_100
TestCase2929,2,%Large_0_%Small_100
TestCase2583,9,%Large_0_%Small_100
TestCase4049,2,%Large_0_%Small_100
TestCase956,7,%Large_0_%Small_100
TestCase4258,6,%Large_0_%Small_100
TestCase3339,3,%Large_0_%Small_100
TestCase4768,4,%Large_0_%Small_100
TestCase643,9,%Large_0_%Small_100
TestCase2026,4,%Large_0_%Small_100
TestCase4210,4,%Large_0_%Small_100
TestCase3756,2,%Large_0_%Small_100
TestCase823,9,%Large_0_%Small_100
TestCase3559,5,%Large_0_%Small_100
TestCase2065,2,%Large_0_%Small_100
TestCase2390,9,%Large_0_%Small_100
TestCase51,4,%Large_0_%Small_100
TestCase2490,4,%Large_0_%Small_100
TestCase69,8,%Large_0_%Small_100
TestCase726,5,%Large_0_%Small_100
TestCase4818,10,%Large_0_%Small_100
TestCase2443,9,%Large_0_%Small_100
TestCase3149,3,%Large_0_%Small_100
TestCase337,2,%Large_0_%Small_100
TestCase2613,3,%Large_0_%Small_100
TestCase1584,2,%Large_0_%Small_100
TestCase2143,9,%Large_0_%Small_100
TestCase131,2,%Large_0_%Small_100
TestCase1279,8,%Large_0_%Small_100
TestCase3180,7,%Large_0_%Small_100
TestCase3186,7,%Large_0_%Small_100
TestCase2955,5,%Large_0_%Small_100
TestCase4774,3,%Large_0_%Small_100
TestCase2750,2,%Large_0_%Small_100
TestCase4596,6,%Large_0_%Small_100
TestCase1750,4,%Large_0_%Small_100
TestCase3007,3,%Large_0_%Small_100
TestCase388,4,%Large_0_%Small_100
TestCase3183,1,%Large_0_%Small_100
TestCase2534,8,%Large_0_%Small_100
TestCase3241,8,%Large_0_%Small_100
TestCase3944,10,%Large_0_%Small_100
TestCase662,1,%Large_0_%Small_100
TestCase3549,10,%Large_0_%Small_100
TestCase2366,6,%Large_0_%Small_100
TestCase1469,7,%Large_0_%Small_100
TestCase551,5,%Large_0_%Small_100
TestCase2267,7,%Large_0_%Small_100
TestCase208,1,%Large_0_%Small_100
TestCase4168,9,%Large_0_%Small_100
TestCase1793,10,%Large_0_%Small_100
TestCase804,10,%Large_0_%Small_100
TestCase1166,4,%Large_0_%Small_100
TestCase4029,2,%Large_0_%Small_100
TestCase2269,1,%Large_0_%Small_100
TestCase2791,6,%Large_0_%Small_100
TestCase3658,5,%Large_0_%Small_100
TestCase106,9,%Large_0_%Small_100
TestCase4879,2,%Large_0_%Small_100
TestCase4973,10,%Large_0_%Small_100
TestCase3284,9,%Large_0_%Small_100
TestCase3601,8,%Large_0_%Small_100
TestCase2231,8,%Large_0_%Small_100
TestCase4319,6,%Large_0_%Small_100
TestCase165,3,%Large_0_%Small_100
TestCase4211,2,%Large_0_%Small_100
TestCase634,6,%Large_0_%Small_100
TestCase2492,9,%Large_0_%Small_100
TestCase1802,5,%Large_0_%Small_100
TestCase4034,6,%Large_0_%Small_100
TestCase2678,5,%Large_0_%Small_100
TestCase3741,7,%Large_0_%Small_100
TestCase2209,7,%Large_0_%Small_100
TestCase684,5,%Large_0_%Small_100
TestCase1585,9,%Large_0_%Small_100
TestCase4874,5,%Large_0_%Small_100
TestCase2457,8,%Large_0_%Small_100
TestCase4140,6,%Large_0_%Small_100
TestCase657,2,%Large_0_%Small_100
TestCase2046,2,%Large_0_%Small_100
TestCase4292,4,%Large_0_%Small_100
TestCase3764,8,%Large_0_%Small_100
TestCase903,8,%Large_0_%Small_100
TestCase4097,6,%Large_0_%Small_100
TestCase4473,10,%Large_0_%Small_100
TestCase177,4,%Large_0_%Small_100
TestCase692,3,%Large_0_%Small_100
TestCase2835,7,%Large_0_%Small_100
TestCase1755,10,%Large_0_%Small_100
TestCase4584,3,%Large_0_%Small_100
TestCase4610,8,%Large_0_%Small_100
TestCase2926,7,%Large_0_%Small_100
TestCase3738,2,%Large_0_%Small_100
TestCase2132,10,%Large_0_%Small_100
TestCase1732,1,%Large_0_%Small_100
TestCase4653,4,%Large_0_%Small_100
TestCase2663,1,%Large_0_%Small_100
TestCase3744,2,%Large_0_%Small_100
TestCase3715,7,%Large_0_%Small_100
TestCase4546,1,%Large_0_%Small_100
TestCase2190,8,%Large_0_%Small_100
TestCase4641,6,%Large_0_%Small_100
TestCase1179,6,%Large_0_%Small_100
TestCase2411,3,%Large_0_%Small_100
TestCase3511,10,%Large_0_%Small_100
TestCase2165,1,%Large_0_%Small_100
TestCase4057,2,%Large_0_%Small_100
TestCase4498,4,%Large_0_%Small_100
TestCase4834,5,%Large_0_%Small_100
TestCase938,4,%Large_0_%Small_100
TestCase4215,8,%Large_0_%Small_100
TestCase3211,3,%Large_0_%Small_100
TestCase2776,10,%Large_0_%Small_100
TestCase298,7,%Large_0_%Small_100
TestCase4499,7,%Large_0_%Small_100
TestCase2856,3,%Large_0_%Small_100
TestCase3001,3,%Large_0_%Small_100
TestCase127,7,%Large_0_%Small_100
TestCase915,4,%Large_0_%Small_100
TestCase3011,1,%Large_0_%Small_100
TestCase4895,8,%Large_0_%Small_100
TestCase1395,2,%Large_0_%Small_100
TestCase418,1,%Large_0_%Small_100
TestCase1132,2,%Large_0_%Small_100
TestCase4553,6,%Large_0_%Small_100
TestCase4051,10,%Large_0_%Small_100
TestCase1208,2,%Large_0_%Small_100
TestCase1148,3,%Large_0_%Small_100
TestCase1367,5,%Large_0_%Small_100
TestCase4433,10,%Large_0_%Small_100
TestCase1152,5,%Large_0_%Small_100
TestCase1691,6,%Large_0_%Small_100
TestCase1910,5,%Large_0_%Small_100
TestCase2673,5,%Large_0_%Small_100
TestCase2517,9,%Large_0_%Small_100
TestCase2463,5,%Large_0_%Small_100
TestCase3979,9,%Large_0_%Small_100
TestCase1587,1,%Large_0_%Small_100
TestCase4074,5,%Large_0_%Small_100
TestCase318,8,%Large_0_%Small_100
TestCase3441,3,%Large_0_%Small_100
TestCase2013,1,%Large_0_%Small_100
TestCase511,8,%Large_0_%Small_100
TestCase4080,7,%Large_0_%Small_100
TestCase200,3,%Large_0_%Small_100
TestCase1026,3,%Large_0_%Small_100
TestCase3786,8,%Large_0_%Small_100
TestCase3523,6,%Large_0_%Small_100
TestCase4175,6,%Large_0_%Small_100
TestCase732,6,%Large_0_%Small_100
TestCase2619,4,%Large_0_%Small_100
TestCase1700,8,%Large_0_%Small_100
TestCase4551,2,%Large_0_%Small_100
TestCase2767,10,%Large_0_%Small_100
TestCase764,9,%Large_0_%Small_100
TestCase789,6,%Large_0_%Small_100
TestCase3823,6,%Large_0_%Small_100
TestCase1749,6,%Large_0_%Small_100
TestCase677,4,%Large_0_%Small_100
TestCase3611,9,%Large_0_%Small_100
TestCase3660,1,%Large_0_%Small_100
TestCase3483,9,%Large_0_%Small_100
TestCase3357,8,%Large_0_%Small_100
TestCase4735,1,%Large_0_%Small_100
TestCase2710,7,%Large_0_%Small_100
TestCase2703,3,%Large_0_%Small_100
TestCase1756,9,%Large_0_%Small_100
TestCase4505,9,%Large_0_%Small_100
TestCase3258,1,%Large_0_%Small_100
TestCase3088,5,%Large_0_%Small_100
TestCase2869,1,%Large_0_%Small_100
TestCase3541,9,%Large_0_%Small_100
TestCase3513,4,%Large_0_%Small_100
TestCase3657,1,%Large_0_%Small_100
TestCase3635,3,%Large_0_%Small_100
TestCase3936,4,%Large_0_%Small_100
TestCase288,5,%Large_0_%Small_100
TestCase1050,8,%Large_0_%Small_100
TestCase253,4,%Large_0_%Small_100
TestCase4984,5,%Large_0_%Small_100
TestCase4681,5,%Large_0_%Small_100
TestCase3345,4,%Large_0_%Small_100
TestCase347,7,%Large_0_%Small_100
TestCase3750,2,%Large_0_%Small_100
TestCase2574,2,%Large_0_%Small_100
TestCase3336,2,%Large_0_%Small_100
TestCase1479,4,%Large_0_%Small_100
TestCase2320,8,%Large_0_%Small_100
TestCase205,4,%Large_0_%Small_100
TestCase953,2,%Large_0_%Small_100
TestCase1555,9,%Large_0_%Small_100
TestCase4262,7,%Large_0_%Small_100
TestCase3263,5,%Large_0_%Small_100
TestCase671,5,%Large_0_%Small_100
TestCase4513,3,%Large_0_%Small_100
TestCase4675,9,%Large_0_%Small_100
TestCase800,10,%Large_0_%Small_100
TestCase4345,8,%Large_0_%Small_100
TestCase3887,10,%Large_0_%Small_100
TestCase3808,4,%Large_0_%Small_100
TestCase1149,9,%Large_0_%Small_100
TestCase1331,1,%Large_0_%Small_100
TestCase3074,2,%Large_0_%Small_100
TestCase1723,8,%Large_0_%Small_100
TestCase1232,2,%Large_0_%Small_100
TestCase3954,6,%Large_0_%Small_100
TestCase4477,7,%Large_0_%Small_100
TestCase569,6,%Large_0_%Small_100
TestCase267,8,%Large_0_%Small_100
TestCase136,5,%Large_0_%Small_100
TestCase2183,2,%Large_0_%Small_100
TestCase1164,6,%Large_0_%Small_100
TestCase1933,7,%Large_0_%Small_100
TestCase3533,5,%Large_0_%Small_100
TestCase4819,10,%Large_0_%Small_100
TestCase3171,1,%Large_0_%Small_100
TestCase4929,4,%Large_0_%Small_100
TestCase373,9,%Large_0_%Small_100
TestCase1858,3,%Large_0_%Small_100
TestCase1136,8,%Large_0_%Small_100
TestCase3508,2,%Large_0_%Small_100
TestCase1326,7,%Large_0_%Small_100
TestCase2030,5,%Large_0_%Small_100
TestCase4414,4,%Large_0_%Small_100
TestCase1372,7,%Large_0_%Small_100
TestCase182,6,%Large_0_%Small_100
TestCase4934,4,%Large_0_%Small_100
TestCase58,6,%Large_0_%Small_100
TestCase3565,4,%Large_0_%Small_100
TestCase2991,5,%Large_0_%Small_100
TestCase4697,1,%Large_0_%Small_100
TestCase2104,4,%Large_0_%Small_100
TestCase4648,7,%Large_0_%Small_100
TestCase3237,1,%Large_0_%Small_100
TestCase3275,6,%Large_0_%Small_100
TestCase1928,7,%Large_0_%Small_100
TestCase3009,3,%Large_0_%Small_100
TestCase4360,8,%Large_0_%Small_100
TestCase1410,9,%Large_0_%Small_100
TestCase2769,3,%Large_0_%Small_100
TestCase2783,1,%Large_0_%Small_100
TestCase539,10,%Large_0_%Small_100
